taxonID,scientificName,taxonRank,vernacularName
https://waarnemingen.be/species/1021729,Anemone nemorosa (cultivar),cultivar,Bosanemoon (cultivar)
https://waarnemingen.be/species/1021789,Viburnum opulus (cultivar),cultivar,Gelderse roos (cultivar)
https://waarnemingen.be/species/1024414,Achillea ptarmica (cultivar),cultivar,Wilde bertram (cultivar)
https://waarnemingen.be/species/1025459,Papaver rhoeas (cultivar),cultivar,Grote klaproos (cultivar)
https://waarnemingen.be/species/1026144,Molinia caerulea (cultivar),variety,Pijpenstrootje (cultivar)
https://waarnemingen.be/species/1027440,Campanula persicifolia (cultivar),variety,Prachtklokje (cultivar)
https://waarnemingen.be/species/1029430,Plantae indet. (cultivated indoors),multispecies,Kamerplant onbekend
https://waarnemingen.be/species/1032423,Bellis perennis (cultivar),cultivar,Madeliefje (cultivar)
https://waarnemingen.be/species/1033914,Oenothera x crispata (O. glazioviana x O. oehlkersii),hybrid,Grote teunisbloem x Bleke teunisbloem
https://waarnemingen.be/species/1033951,Juncus effusus (cultivar),cultivar,Pitrus (cultivar)
https://waarnemingen.be/species/104556,Chenopodium opulifolium,species,Sneeuwbalganzenvoet
https://waarnemingen.be/species/104558,Euphorbia humifusa,species,Liggende wolfsmelk
https://waarnemingen.be/species/104638,Acer tataricum subsp. ginnala,subspecies,Amoeresdoorn
https://waarnemingen.be/species/104683,Clematis recta,species,Stijve clematis
https://waarnemingen.be/species/104693,Selaginella kraussiana,species,Gazonmosvarentje
https://waarnemingen.be/species/104694,Euonymus japonicus,species,Japanse kardinaalsmuts
https://waarnemingen.be/species/104813,Allium roseum,species,Roze look
https://waarnemingen.be/species/105042,Cryptomeria japonica,species,Sikkelcipres
https://waarnemingen.be/species/105071,Smilax aspera,species,Struikwinde
https://waarnemingen.be/species/105073,Erica vagans,species,Zwerfheide
https://waarnemingen.be/species/105074,Carthamus lanatus,species,Wollige saffloer
https://waarnemingen.be/species/105100,Gleditsia triacanthos,species,Amerikaanse gleditsia
https://waarnemingen.be/species/105150,Verbascum sinuatum,species,Gegolfde toorts
https://waarnemingen.be/species/105151,Vitex agnus-castus,species,Monnikspeper
https://waarnemingen.be/species/105253,Alyssum montanum,species,Bergschildzaad
https://waarnemingen.be/species/105255,Dianthus caryophyllus,species,Tuinanjer
https://waarnemingen.be/species/105261,Gnaphalium pensylvanicum,species,Amerikaanse droogbloem
https://waarnemingen.be/species/1062675,Callitropsis nootkatensis,species,Nootka-cipres
https://waarnemingen.be/species/106358,Spartina x townsendii (S. alterniflora x S. maritima),hybrid,Basterdslijkgras
https://waarnemingen.be/species/106651,Eupatorium purpureum,species,Purper leverkruid
https://waarnemingen.be/species/106769,Hedera helix (cultivar),variety,Klimop (cultivar)
https://waarnemingen.be/species/106917,Dracunculus vulgaris,species,Drakenwortel
https://waarnemingen.be/species/1076381,Festuca heteromalla,species,Groot rood zwenkgras
https://waarnemingen.be/species/1101823,Ornithogalum divergens,species,Wijde vogelmelk
https://waarnemingen.be/species/113815,Acer cappadocicum,species,Colchische esdoorn
https://waarnemingen.be/species/113825,Achillea ageratum,species,Tuinbertram
https://waarnemingen.be/species/113867,Achnatherum calamagrostis,species,Struisvedergras
https://waarnemingen.be/species/113979,Aegilops cylindrica,species,Eennaaldgeitenoog
https://waarnemingen.be/species/114015,Agropyron cristatum,species,Kamdragende tarwe
https://waarnemingen.be/species/114313,Althaea cannabina,species,Hennepheemst
https://waarnemingen.be/species/114373,Amaranthus cruentus,species,Olifantsamarant
https://waarnemingen.be/species/114392,Ammobium alatum,species,Zandbloem
https://waarnemingen.be/species/114434,Anchusa azurea,species,Blauwe ossentong
https://waarnemingen.be/species/114494,Anemone coronaria,species,Anemoon
https://waarnemingen.be/species/114555,Anthemis austriaca,species,Oostenrijkse kamille
https://waarnemingen.be/species/114631,Apios americana,species,Indianenaardappel
https://waarnemingen.be/species/114655,Arabis alpina,species,Alpenscheefkelk
https://waarnemingen.be/species/114658,Arabis alpina subsp. caucasica,subspecies,Randjesbloem
https://waarnemingen.be/species/114687,Araucaria araucana,species,Apenboom
https://waarnemingen.be/species/114787,Armeria arenaria,species,Schijnweegbree
https://waarnemingen.be/species/114823,Artemisia abrotanum,species,Citroenkruid
https://waarnemingen.be/species/114832,Artemisia annua,species,Zomeralsem
https://waarnemingen.be/species/115021,Aster ageratoides,species,Japanse dwergaster
https://waarnemingen.be/species/115023,Aster alpinus,species,Alpenaster
https://waarnemingen.be/species/115025,Aster amellus,species,Bergaster
https://waarnemingen.be/species/115034,Eurybia divaricata,species,Sneeuwaster
https://waarnemingen.be/species/115434,Aubrieta columnae,species,Kleine aubrietia
https://waarnemingen.be/species/115452,Avena barbata,species,Baardhaver
https://waarnemingen.be/species/115503,Berberis darwinii,species,Darwins berberis
https://waarnemingen.be/species/115505,Bergenia cordifolia,species,Schoenlappersplant
https://waarnemingen.be/species/115555,Bistorta affinis,species,Kruipduizendknoop
https://waarnemingen.be/species/115586,Brachypodium distachyon,species,Afgebroken kortsteel
https://waarnemingen.be/species/115735,Callistephus chinensis,species,Chinese aster
https://waarnemingen.be/species/115854,Caragana arborescens,species,Erwtenboompje
https://waarnemingen.be/species/116089,Catananche caerulea,species,Blauwe strobloem
https://waarnemingen.be/species/116093,Cedrus atlantica,species,Atlasceder
https://waarnemingen.be/species/116094,Cedrus deodara,species,Himalayaceder
https://waarnemingen.be/species/116100,Celtis australis,species,Europese netelboom
https://waarnemingen.be/species/116101,Celtis caucasica,species,Kaukasische netelboom
https://waarnemingen.be/species/116206,Centaurea aspera,species,Ruwe centaurie
https://waarnemingen.be/species/116331,Centaurea diffusa,species,Wijdvertakte centaurie
https://waarnemingen.be/species/116341,Centranthus calcitrapae,species,Eenjarige spoorbloem
https://waarnemingen.be/species/116431,Chaerophyllum byzantinum,species,Turks ribzaad
https://waarnemingen.be/species/116657,Commelina communis,species,Gewone commelina
https://waarnemingen.be/species/116714,Cornus alba,species,Witte kornoelje
https://waarnemingen.be/species/116743,Corylus colurna,species,Turkse hazelaar
https://waarnemingen.be/species/116745,Cotinus coggygria,species,Pruikenboom
https://waarnemingen.be/species/1167453,Euphorbia flavicoma subsp. verrucosa,subspecies,Wrattige wolfsmelk
https://waarnemingen.be/species/116755,Cotoneaster dammeri,species,Tapijtcotoneaster
https://waarnemingen.be/species/116883,Crepis aurea,species,Gemzenkruid
https://waarnemingen.be/species/116981,Cyclamen coum,species,Rondbladige cyclaam
https://waarnemingen.be/species/116996,Cynara cardunculus,species,Kardoen
https://waarnemingen.be/species/117032,Daboecia cantabrica,species,Ierse hei
https://waarnemingen.be/species/117251,Doronicum columnae,species,Kale voorjaarszonnebloem
https://waarnemingen.be/species/117475,Eragrostis albensis,species,Elbe-liefdegras
https://waarnemingen.be/species/117480,Eragrostis cilianensis,species,Stinkend liefdegras
https://waarnemingen.be/species/117482,Eragrostis curvula,species,Zuid-Afrikaans liefdegras
https://waarnemingen.be/species/117544,Erigeron annuus subsp. septentrionalis,subspecies,Madelief-fijnstraal
https://waarnemingen.be/species/117563,Erinus alpinus,species,Alpenbalsem
https://waarnemingen.be/species/117595,Erodium ciconium,species,Uiversbek
https://waarnemingen.be/species/117612,Eryngium bourgatii,species,Pyreneese kruisdistel
https://waarnemingen.be/species/117684,Euonymus alatus,species,Gevleugelde kardinaalsmuts
https://waarnemingen.be/species/117757,Euphorbia characias,species,Vroege wolfsmelk
https://waarnemingen.be/species/117758,Euphorbia characias subsp. characias,subspecies,Vroege wolfsmelk s.s.
https://waarnemingen.be/species/117759,Euphorbia characias subsp. wulfenii,subspecies,Zuiderse wolfsmelk
https://waarnemingen.be/species/117857,Ferula communis,species,Tonderkervel
https://waarnemingen.be/species/117987,Fraxinus americana,species,Amerikaanse es
https://waarnemingen.be/species/117988,Fraxinus angustifolia,species,Smalbladige es
https://waarnemingen.be/species/118191,Gentiana asclepiadea,species,Zijdeplantgentiaan
https://waarnemingen.be/species/118271,Geranium divaricatum,species,Uitgespreide ooievaarsbek
https://waarnemingen.be/species/118277,Gilia achilleifolia,species,Gilia
https://waarnemingen.be/species/118278,Gilia capitata,species,Hoofdjesgilia
https://waarnemingen.be/species/118279,Ginkgo biloba,species,Ginkgo
https://waarnemingen.be/species/118301,Glyceria canadensis,species,Canadees vlotgras
https://waarnemingen.be/species/118383,Hedera colchica,species,Kaukasische klimop
https://waarnemingen.be/species/118830,Houttuynia cordata,species,Moerasanemoon
https://waarnemingen.be/species/118857,Hyoscyamus albus,species,Wit bilzekruid
https://waarnemingen.be/species/118884,Hypericum calycinum,species,Grootbloemig hertshooi
https://waarnemingen.be/species/118921,Ilex crenata,species,Japanse hulst
https://waarnemingen.be/species/118942,Ipomoea coccinea,species,Scharlakenwinde
https://waarnemingen.be/species/119009,Juglans cinerea,species,Grijze walnoot
https://waarnemingen.be/species/119110,Kalmia angustifolia,species,Smalle lepelboom
https://waarnemingen.be/species/119177,Laburnum alpinum,species,Alpengoudenregen
https://waarnemingen.be/species/119212,Lantana camara,species,Wisselbloem
https://waarnemingen.be/species/119266,Malva pseudolavatera,species,Cretenser lavatera
https://waarnemingen.be/species/119547,Linum austriacum,species,Oostenrijks vlas
https://waarnemingen.be/species/119670,Lycium chinense,species,Chinese boksdoorn
https://waarnemingen.be/species/119683,Lysimachia clethroides,species,Witte troswederik
https://waarnemingen.be/species/119701,Malcolmia africana,species,Afrikaanse malcolmia
https://waarnemingen.be/species/119703,Malus baccata,species,Kersappel
https://waarnemingen.be/species/119708,Malva arborea,species,Boommalva
https://waarnemingen.be/species/119775,Melia azedarach,species,Indische sering
https://waarnemingen.be/species/119820,Mesembryanthemum crystallinum,species,IJsplantje
https://waarnemingen.be/species/119884,Monarda didyma,species,Bergamotplant
https://waarnemingen.be/species/119886,Moricandia arvensis,species,Akkermoricandia
https://waarnemingen.be/species/119888,Morus alba,species,Witte moerbei
https://waarnemingen.be/species/119904,Myosotis alpestris,species,Alpenvergeet-mij-nietje
https://waarnemingen.be/species/119944,Narcissus bulbocodium,species,Grootkelknarcis
https://waarnemingen.be/species/120033,Oenothera biennis agg.,multispecies,Middelste teunisbloem groep
https://waarnemingen.be/species/120107,Onopordum acanthium s.s.,species,Echte wegdistel
https://waarnemingen.be/species/120184,Orobanche amethystea,species,Violette bremraap
https://waarnemingen.be/species/120219,Ostrya carpinifolia,species,Hopbeuk
https://waarnemingen.be/species/120223,Oxalis articulata,species,Knolklaverzuring
https://waarnemingen.be/species/120227,Oxalis debilis,species,Stippelklaverzuring
https://waarnemingen.be/species/120378,Papaver bracteatum,species,Reuzenpapaver
https://waarnemingen.be/species/120433,Passiflora caerulea,species,Blauwe passiebloem
https://waarnemingen.be/species/120597,Phoenix dactylifera,species,Dadel
https://waarnemingen.be/species/120671,Plantago afra,species,Vlozaad
https://waarnemingen.be/species/1207413,Verbena officinalis (cultivar),variety,IJzerhard (cultivar)
https://waarnemingen.be/species/121056,Pyracantha coccinea,species,Vuurdoorn
https://waarnemingen.be/species/121100,Quercus x crenata (Q. cerris x Q. suber),hybrid,Moseik x Kurkeik
https://waarnemingen.be/species/121209,Rhamnus alaternus,species,Groenblijvende wegedoorn
https://waarnemingen.be/species/121407,Rubus armeniacus,species,Dijkviltbraam
https://waarnemingen.be/species/121559,Rumex alpinus,species,Alpenzuring
https://waarnemingen.be/species/121609,Ruscus aculeatus,species,Stekelige muizendoorn
https://waarnemingen.be/species/121623,Salix acutifolia,species,Kaspische zandwilg
https://waarnemingen.be/species/121654,Salix babylonica,species,Chinese treurwilg
https://waarnemingen.be/species/121753,Santolina chamaecyparissus,species,Heiligenbloem
https://waarnemingen.be/species/121914,Scabiosa atropurpurea,species,Zwartpurperen scabiosa
https://waarnemingen.be/species/121919,Scabiosa caucasica,species,Kaukasische scabiosa
https://waarnemingen.be/species/122136,Sempervivum arachnoideum,species,Spinnenwebhuislook
https://waarnemingen.be/species/122568,Spiraea chamaedryfolia,species,Iepspirea
https://waarnemingen.be/species/122736,Symphytum caucasicum,species,Kaukasische smeerwortel
https://waarnemingen.be/species/123121,Trifolium angustifolium,species,Smalbladklaver
https://waarnemingen.be/species/123203,Triticum dicoccon,species,Emerkoren
https://waarnemingen.be/species/123344,Verbascum chaixii,species,Oosterse toorts
https://waarnemingen.be/species/123412,Veronica cymbalaria,species,Schijnklimopereprijs
https://waarnemingen.be/species/123442,Vicia bithynica,species,Bithynische wikke
https://waarnemingen.be/species/123460,Vicia tenuifolia subsp. dalmatica,subspecies,Dalmatische wikke
https://waarnemingen.be/species/123544,Viola cornuta,species,Hoornviooltje
https://waarnemingen.be/species/123579,Vulpia ciliata,species,Gewimperd langbaardgras
https://waarnemingen.be/species/123596,Xerochrysum bracteatum,species,Echte strobloem
https://waarnemingen.be/species/123600,Zantedeschia aethiopica,species,Witte aronskelk
https://waarnemingen.be/species/123779,Arundo donax,species,Pijlriet
https://waarnemingen.be/species/123968,Juncus tenuis subsp. dudleyi,subspecies,Samengetrokken rus
https://waarnemingen.be/species/124029,Triticum durum,species,Harde tarwe
https://waarnemingen.be/species/124070,Trifolium echinatum,species,Uitgespreide klaver
https://waarnemingen.be/species/124107,Carpobrotus edulis,species,Hottentotvijg
https://waarnemingen.be/species/124144,Salix eleagnos,species,Grijze wilg
https://waarnemingen.be/species/124181,Delphinium elatum,species,Hoge ridderspoor
https://waarnemingen.be/species/124449,Tagetes erecta,species,Groot afrikaantje
https://waarnemingen.be/species/124521,Salix eriocephala,species,Amerikaantje
https://waarnemingen.be/species/124627,Colocasia esculenta,species,Taro
https://waarnemingen.be/species/124639,Lonicera etrusca,species,Etruskische kamperfoelie
https://waarnemingen.be/species/124806,Oxalis exilis,species,Kleine klaverzuring
https://waarnemingen.be/species/124912,Cotoneaster fangianus,species,Fangs cotoneaster
https://waarnemingen.be/species/125204,Alcea ficifolia,species,Vijgenblad-stokroos
https://waarnemingen.be/species/125205,Cucurbita ficifolia,species,Vijgenbladpompoen
https://waarnemingen.be/species/125339,Allium fistulosum,species,Grof bieslook
https://waarnemingen.be/species/125359,Cenchrus flaccidus,species,Slank lampenpoetsergras
https://waarnemingen.be/species/125389,Orobanche flava,species,Gele bremraap
https://waarnemingen.be/species/125467,Malcolmia flexuosa,species,Zeeviolier
https://waarnemingen.be/species/125655,Dicentra formosa,species,Gebroken hartje
https://waarnemingen.be/species/125675,Trachycarpus fortunei,species,Chinese waaierpalm
https://waarnemingen.be/species/125701,Gaudinia fragilis,species,Gaudinia
https://waarnemingen.be/species/125728,Cotoneaster franchetii,species,Franchets cotoneaster
https://waarnemingen.be/species/125823,Perilla frutescens,species,Japanse munt
https://waarnemingen.be/species/125847,Amorpha fruticosa,species,Valse indigo
https://waarnemingen.be/species/125908,Polypogon fugax,species,IJl baardgras
https://waarnemingen.be/species/126167,Veronica gentianoides,species,Gentiaanereprijs
https://waarnemingen.be/species/126208,Iris germanica,species,Blauwe lis
https://waarnemingen.be/species/126209,Myricaria germanica,species,Duitse tamarisk
https://waarnemingen.be/species/126254,Cephalaria gigantea,species,Reuzenscabiosa
https://waarnemingen.be/species/126276,Eryngium giganteum,species,Reuzenkruisdistel
https://waarnemingen.be/species/126277,Sequoiadendron giganteum,species,Mammoetboom
https://waarnemingen.be/species/126335,Carya glabra,species,Gladbladige bitternoot
https://waarnemingen.be/species/126504,Festuca glauca,species,Blauw schapengras
https://waarnemingen.be/species/126663,Trifolium glomeratum,species,Kluwenklaver
https://waarnemingen.be/species/126670,Yucca gloriosa,species,Gewone palmlelie
https://waarnemingen.be/species/127109,Portulaca grandiflora,species,Portulak
https://waarnemingen.be/species/127143,Symphytum grandiflorum,species,Kruipende smeerwortel
https://waarnemingen.be/species/127149,Platycodon grandiflorus,species,Ballonklokje
https://waarnemingen.be/species/127201,Apium graveolens var. dulce,variety,Bleekselderij
https://waarnemingen.be/species/127510,Cardiospermum halicacabum,species,Blaasjeswingerd
https://waarnemingen.be/species/127518,Atriplex halimus,species,Struikmelde
https://waarnemingen.be/species/127578,Carduus hamulosus,species,Haakdistel
https://waarnemingen.be/species/127672,Cyclamen hederifolium,species,Napolitaanse cyclamen
https://waarnemingen.be/species/127755,Heliopsis helianthoides,species,Zonnenoog
https://waarnemingen.be/species/127764,Hedera hibernica,species,Atlantische klimop
https://waarnemingen.be/species/127908,Collinsia heterophylla,species,Collinsia
https://waarnemingen.be/species/127931,Lathyrus heterophyllus,species,Ongelijkbladige lathyrus
https://waarnemingen.be/species/128015,Panicum hillmanii,species,Schijndraadgierst
https://waarnemingen.be/species/128037,Hypericum hircinum,species,Bokjeshertshooi
https://waarnemingen.be/species/128208,Sedum hispanicum,species,Spaans vetkruid
https://waarnemingen.be/species/128326,Cotoneaster hjelmqvistii,species,Ronde cotoneaster
https://waarnemingen.be/species/128399,Abies homolepis,species,Nikko-zilverspar
https://waarnemingen.be/species/128452,Ageratum houstonianum,species,Ageratum
https://waarnemingen.be/species/128558,Acanthus hungaricus,species,Hongaarse acanthus
https://waarnemingen.be/species/128603,Papaver hybridum,species,Stijfharige klaproos
https://waarnemingen.be/species/128604,Phedimus hybridus,species,Kruipend vetkruid
https://waarnemingen.be/species/128607,Trifolium hybridum subsp. elegans,subspecies,Slanke klaver
https://waarnemingen.be/species/128609,Trifolium hybridum subsp. hybridum,subspecies,Basterdklaver s.s.
https://waarnemingen.be/species/128689,Arachis hypogaea,species,Aardnoot
https://waarnemingen.be/species/128999,Matthiola incana,species,Violier
https://waarnemingen.be/species/129068,Prunus incisa,species,Fujikers
https://waarnemingen.be/species/129084,Potentilla inclinata,species,Grijze ganzerik
https://waarnemingen.be/species/129111,Parapholis incurva,species,Kromstaart
https://waarnemingen.be/species/129123,Canna indica,species,Indisch bloemriet
https://waarnemingen.be/species/129134,Sporobolus indicus,species,Rattenstaartgras
https://waarnemingen.be/species/129155,Poa infirma,species,Vroeg beemdgras
https://waarnemingen.be/species/129261,Clematis integrifolia,species,Struikclematis
https://waarnemingen.be/species/129402,Lonicera involucrata,species,Ledebours kamperfoelie
https://waarnemingen.be/species/129513,Oenothera x issleri (O. biennis x O. oakesiana),hybrid,Middelste teunisbloem x Duinteunisbloem
https://waarnemingen.be/species/129538,Helichrysum italicum,species,Italiaanse strobloem
https://waarnemingen.be/species/129551,Gladiolus italicus,species,Italiaanse zwaardlelie
https://waarnemingen.be/species/129562,Physalis ixocarpa,species,Mexicaanse aardkers
https://waarnemingen.be/species/129654,Aucuba japonica,species,Broodboom
https://waarnemingen.be/species/129660,Chaenomeles japonica,species,Japanse sierkwee
https://waarnemingen.be/species/129665,Eriobotrya japonica,species,Japanse mispel
https://waarnemingen.be/species/129666,Fatsia japonica,species,Vingerplant
https://waarnemingen.be/species/129671,Kerria japonica,species,Kerria
https://waarnemingen.be/species/129674,Lonicera japonica,species,Japanse kamperfoelie
https://waarnemingen.be/species/129696,Spiraea japonica,species,Japanse spirea
https://waarnemingen.be/species/129715,Styphnolobium japonicum,species,Japanse honingboom
https://waarnemingen.be/species/129720,Bromus japonicus,species,Japanse dravik
https://waarnemingen.be/species/129832,Syringa josikaea,species,Hongaarse sering
https://waarnemingen.be/species/129852,Berberis julianae,species,Chinese zuurbes
https://waarnemingen.be/species/129873,Spartium junceum,species,Bezemstruik
https://waarnemingen.be/species/130005,Phedimus kamtschaticus,species,Kamtsjatka-vetkruid
https://waarnemingen.be/species/130248,Cladrastis kentukea,species,Geelhout
https://waarnemingen.be/species/131018,Medicago laciniata,species,Slipbladrupsklaver
https://waarnemingen.be/species/131079,Campanula lactiflora,species,Celtisbladklokje
https://waarnemingen.be/species/131081,Paeonia lactiflora,species,Chinese pioen
https://waarnemingen.be/species/131217,Plantago lagopus,species,Hazenpootweegbree
https://waarnemingen.be/species/131289,Coreopsis lanceolata,species,Lancetbladige coreopsis
https://waarnemingen.be/species/131377,Trifolium lappaceum,species,Klitklaver
https://waarnemingen.be/species/131497,Oxalis latifolia,species,Brede klaverzuring
https://waarnemingen.be/species/131499,Parentucellia latifolia,species,Kleine ogentroost
https://waarnemingen.be/species/131509,Sorbus latifolia,species,Brede lijsterbes
https://waarnemingen.be/species/131542,Euonymus latifolius,species,Brede kardinaalsmuts
https://waarnemingen.be/species/131969,Cedrus libani,species,Libanonceder
https://waarnemingen.be/species/132121,Omphalodes linifolia,species,Witte onschuld
https://waarnemingen.be/species/132258,Medicago littoralis,species,Strandrupsklaver
https://waarnemingen.be/species/132312,Helleborus argutifolius,species,Corsicaans nieskruid
https://waarnemingen.be/species/132333,Valerianella locusta var. oleracea,variety,Tuinveldsla
https://waarnemingen.be/species/132422,Pulmonaria longifolia,species,Langbladig longkruid
https://waarnemingen.be/species/132547,Diospyros lotus,species,Dadelpruim
https://waarnemingen.be/species/132574,Scabiosa lucida,species,Glanzende scabiosa
https://waarnemingen.be/species/132648,Prunus lusitanica,species,Portugese laurierkers
https://waarnemingen.be/species/132743,Odontites luteus,species,Gele ogentroost
https://waarnemingen.be/species/132818,Lonicera maackii,species,Amoerkamperfoelie
https://waarnemingen.be/species/132996,Aristolochia macrophylla,species,Duitse pijp
https://waarnemingen.be/species/132999,Cicerbita macrophylla,species,Grote bergsla
https://waarnemingen.be/species/133011,Hydrangea macrophylla,species,Grote hortensia
https://waarnemingen.be/species/133013,Acer macrophyllum,species,Grootbladige esdoorn
https://waarnemingen.be/species/133121,Scolymus maculatus,species,Gevlekte gouddistel
https://waarnemingen.be/species/133221,Cerinthe major,species,Grote wasbloem
https://waarnemingen.be/species/133247,Tropaeolum majus,species,Oost-Indische kers
https://waarnemingen.be/species/133272,Erodium malacoides,species,Malvereigersbek
https://waarnemingen.be/species/133508,Armeria maritima subsp. elongata,subspecies,Groot Engels gras
https://waarnemingen.be/species/133589,Polypogon maritimus,species,Ruw baardgras
https://waarnemingen.be/species/133614,Linaria maroccana,species,Bonte leeuwenbek
https://waarnemingen.be/species/133729,Corylus maxima,species,Lambertusnoot
https://waarnemingen.be/species/133730,Cucurbita maxima,species,Reuzenkalebas
https://waarnemingen.be/species/133780,Tordylium maximum,species,Tordylium
https://waarnemingen.be/species/133823,Sabulina mediterranea,species,Zuidelijke veldmuur
https://waarnemingen.be/species/133947,Centaurea melitensis,species,Maltezer centaurie
https://waarnemingen.be/species/133954,Solanum melongena,species,Aubergine
https://waarnemingen.be/species/133958,Urtica membranacea,species,Zuidelijke brandnetel
https://waarnemingen.be/species/133976,Nemophila menziesii,species,Bosliefje
https://waarnemingen.be/species/133977,Tolmiea menziesii,species,Kindje op moeders schoot
https://waarnemingen.be/species/134041,Eragrostis mexicana,species,Mexicaans liefdegras
https://waarnemingen.be/species/134092,Trifolium michelianum,species,Geknikte klaver
https://waarnemingen.be/species/134110,Atriplex micrantha,species,Grijze melde
https://waarnemingen.be/species/134114,Dichondra micrantha,species,Confetti-blad
https://waarnemingen.be/species/134159,Camelina microcarpa,species,Kleinzadige huttentut
https://waarnemingen.be/species/134278,Piptatherum miliaceum,species,Smilogras
https://waarnemingen.be/species/134346,Briza minor,species,Klein trilgras
https://waarnemingen.be/species/134355,Phalaris minor,species,Klein kanariezaad
https://waarnemingen.be/species/134359,Ulex minor,species,Dwerggaspeldoorn
https://waarnemingen.be/species/134469,Scilla mischtschenkoana,species,Streephyacint
https://waarnemingen.be/species/134526,Dracocephalum moldavica,species,Turkse drakenkop
https://waarnemingen.be/species/134543,Schinus molle,species,Peruviaanse peperboom
https://waarnemingen.be/species/134551,Acanthus mollis,species,Breedbladige acanthus
https://waarnemingen.be/species/134570,Pulmonaria mollis,species,Zacht longkruid
https://waarnemingen.be/species/134604,Allium moly,species,Goudlook
https://waarnemingen.be/species/134684,Triticum monococcum,species,Eenkoren
https://waarnemingen.be/species/134745,Arenaria montana,species,Bergzandmuur
https://waarnemingen.be/species/134764,Sideritis montana,species,IJzerkruid
https://waarnemingen.be/species/134819,Sisyrinchium montanum,species,Sisyrinchium
https://waarnemingen.be/species/134921,Cucurbita moschata,species,Muskaatpompoen
https://waarnemingen.be/species/134925,Erodium moschatum,species,Muskusreigersbek
https://waarnemingen.be/species/134995,Eragrostis multicaulis,species,Stijf straatliefdegras
https://waarnemingen.be/species/135020,Pteris multifida,species,Gevleugelde lintvaren
https://waarnemingen.be/species/135055,Cytisus multiflorus,species,Iberische brem
https://waarnemingen.be/species/135089,Polystichum munitum,species,Zwaardvaren
https://waarnemingen.be/species/135100,Cymbalaria muralis subsp. muralis,subspecies,Muurleeuwenbek s.s.
https://waarnemingen.be/species/135135,Hordeum murinum subsp. leporinum,subspecies,Zuidelijk kruipertje
https://waarnemingen.be/species/135197,Salix myrsinifolia,species,Zwarte wilg
https://waarnemingen.be/species/135203,Euphorbia myrsinites,species,Blauwgroene wolfsmelk
https://waarnemingen.be/species/135315,Brassica napus subsp. napus,subspecies,Koolzaad s.s.
https://waarnemingen.be/species/135317,Brassica napus subsp. napobrassica,subspecies,Knolraap
https://waarnemingen.be/species/135321,Ornithogalum narbonense,species,Franse vogelmelk
https://waarnemingen.be/species/135324,Vicia narbonensis,species,Franse wikke
https://waarnemingen.be/species/135369,Allium neapolitanum,species,Italiaans look
